ds,y,year,month,day_of_week,lag_1,lag_7,rsi,macd,macd_diff
2005-01-04 05:00:00,4.861786842346191,2005,1,1,5.067007541656494,4.696811199188232,59.625389989061986,0.1553139093228646,0.028819263785655774
2005-01-05 05:00:00,4.837041854858398,2005,1,2,4.861786842346191,4.7970476150512695,58.51031585833246,0.14862772243154154,0.017706461515466176
2005-01-06 05:00:00,4.713058948516846,2005,1,3,4.837041854858398,4.818294048309326,53.14725636104368,0.1318051194047518,0.0007070867909411693
2005-01-07 05:00:00,4.845539569854736,2005,1,4,4.713058948516846,4.821793079376221,57.61760033951828,0.12769121936906735,-0.002725450595794654
2005-01-10 05:00:00,4.8757853507995605,2005,1,0,4.845539569854736,4.939276218414307,58.58904549035367,0.1254256765746664,-0.003992794712156467
2005-01-11 05:00:00,4.837790489196777,2005,1,1,4.8757853507995605,4.81904411315918,56.826940564207796,0.11919039708852175,-0.008182459358640898
2005-01-12 05:00:00,4.88378381729126,2005,1,2,4.837790489196777,5.067007541656494,58.45578840698986,0.11661589492214564,-0.008605569220013626
2005-01-13 05:00:00,4.882534027099609,2005,1,3,4.88378381729126,4.861786842346191,58.39132059248356,0.1131701803899281,-0.00964102700178493
2005-01-14 05:00:00,4.998517036437988,2005,1,4,4.882534027099609,4.837041854858398,62.5221052632062,0.1184330637048987,-0.003502514949451474
2005-01-18 05:00:00,5.0967535972595215,2005,1,1,4.998517036437988,4.713058948516846,65.63410626135432,0.12904327555618256,0.0056861575214658955
2005-01-19 05:00:00,4.931777000427246,2005,1,2,5.0967535972595215,4.845539569854736,57.06443887696156,0.12272501471736419,-0.0005056826538819836
2005-01-20 05:00:00,4.847289562225342,2005,1,3,4.931777000427246,4.8757853507995605,53.231288532549684,0.10963649603019032,-0.010875361072844675
2005-01-21 05:00:00,4.706310272216797,2005,1,4,4.847289562225342,4.837790489196777,47.49788588292293,0.08688632867026769,-0.026900422746213862
2005-01-24 05:00:00,4.517338275909424,2005,1,0,4.706310272216797,4.88378381729126,41.1066561397486,0.0529972767179423,-0.04863157975883141
2005-01-25 05:00:00,4.427350997924805,2005,1,1,4.517338275909424,4.882534027099609,38.45320531307196,0.018663595301045,-0.06637220894058297
2005-01-26 05:00:00,4.730307102203369,2005,1,2,4.427350997924805,4.998517036437988,50.12559758905732,0.015718735326541555,-0.05545365513206914
2005-01-27 05:00:00,4.701311111450195,2005,1,3,4.730307102203369,5.0967535972595215,49.16454015095305,0.010919307476445539,-0.048202466385732126
2005-01-28 05:00:00,4.757802963256836,2005,1,4,4.701311111450195,4.931777000427246,51.130437225934536,0.01154110793771057,-0.03806453273957368
2005-01-31 05:00:00,4.889782905578613,2005,1,0,4.757802963256836,4.847289562225342,55.463699402224755,0.022425065430891067,-0.021744460197114547
